timestamp,raw_adc,voltage_v,peak_adc,tap_count
2026-04-14T10:44:55.719Z,24,0.1173,24,3
2026-04-14T10:44:55.781Z,3,0.0147,3,3
2026-04-14T10:44:55.843Z,19,0.0929,19,3
2026-04-14T10:44:55.907Z,2,0.0098,2,3
2026-04-14T10:44:55.968Z,16,0.0782,16,3
2026-04-14T10:44:56.030Z,20,0.0978,20,3
2026-04-14T10:44:56.092Z,5,0.0244,5,3
2026-04-14T10:44:56.154Z,1,0.0049,1,3
2026-04-14T10:44:56.216Z,10,0.0489,10,3
2026-04-14T10:44:56.278Z,1,0.0049,1,3
2026-04-14T10:44:56.341Z,18,0.088,18,3
2026-04-14T10:44:56.403Z,6,0.0293,6,3
2026-04-14T10:44:56.465Z,7,0.0342,7,3
2026-04-14T10:44:56.529Z,7,0.0342,7,3
2026-04-14T10:44:56.591Z,0,0,0,3
2026-04-14T10:44:56.655Z,3,0.0147,3,3
2026-04-14T10:44:56.717Z,3,0.0147,3,3
2026-04-14T10:44:56.780Z,22,0.1075,22,3
2026-04-14T10:44:56.840Z,15,0.0733,15,3
2026-04-14T10:44:56.902Z,3,0.0147,3,3
2026-04-14T10:44:56.966Z,14,0.0684,14,3
2026-04-14T10:44:57.030Z,12,0.0587,12,3
2026-04-14T10:44:57.092Z,23,0.1124,23,3
2026-04-14T10:44:57.153Z,0,0,0,3
2026-04-14T10:44:57.215Z,21,0.1026,21,3
2026-04-14T10:44:57.277Z,19,0.0929,19,3
2026-04-14T10:44:57.340Z,24,0.1173,24,3
2026-04-14T10:44:57.402Z,2,0.0098,2,3
2026-04-14T10:44:57.463Z,19,0.0929,19,3
2026-04-14T10:44:57.524Z,8,0.0391,8,3
2026-04-14T10:44:57.587Z,16,0.0782,16,3
2026-04-14T10:44:57.649Z,14,0.0684,14,3
2026-04-14T10:44:57.711Z,13,0.0635,13,3
2026-04-14T10:44:57.774Z,244,1.1926,244,4
2026-04-14T10:44:57.837Z,18,0.088,18,4
2026-04-14T10:44:57.900Z,4,0.0196,4,4
2026-04-14T10:44:57.963Z,20,0.0978,20,4
2026-04-14T10:44:58.023Z,15,0.0733,15,4
2026-04-14T10:44:58.086Z,0,0,0,4
2026-04-14T10:44:58.149Z,20,0.0978,20,4
2026-04-14T10:44:58.212Z,24,0.1173,24,4
2026-04-14T10:44:58.274Z,13,0.0635,13,4
2026-04-14T10:44:58.336Z,6,0.0293,6,4
2026-04-14T10:44:58.400Z,14,0.0684,14,4
2026-04-14T10:44:58.461Z,931,4.5503,931,5
2026-04-14T10:44:58.523Z,21,0.1026,21,5
2026-04-14T10:44:58.591Z,16,0.0782,16,5
2026-04-14T10:44:58.647Z,22,0.1075,22,5
2026-04-14T10:44:58.710Z,1,0.0049,1,5
2026-04-14T10:44:58.771Z,24,0.1173,24,5
2026-04-14T10:44:58.833Z,5,0.0244,5,5
2026-04-14T10:44:58.896Z,7,0.0342,7,5
2026-04-14T10:44:58.957Z,6,0.0293,6,5
2026-04-14T10:44:59.018Z,15,0.0733,15,5
2026-04-14T10:44:59.080Z,6,0.0293,6,5
2026-04-14T10:44:59.143Z,14,0.0684,14,5
2026-04-14T10:44:59.205Z,7,0.0342,7,5
2026-04-14T10:44:59.268Z,5,0.0244,5,5
2026-04-14T10:44:59.329Z,18,0.088,18,5
2026-04-14T10:44:59.391Z,3,0.0147,3,5
2026-04-14T10:44:59.453Z,20,0.0978,20,5
2026-04-14T10:44:59.514Z,1,0.0049,1,5
2026-04-14T10:44:59.575Z,2,0.0098,2,5
2026-04-14T10:44:59.638Z,23,0.1124,23,5
2026-04-14T10:44:59.700Z,18,0.088,18,5
2026-04-14T10:44:59.762Z,13,0.0635,13,5
2026-04-14T10:44:59.824Z,23,0.1124,23,5
2026-04-14T10:44:59.887Z,4,0.0196,4,5
2026-04-14T10:44:59.948Z,7,0.0342,7,5
2026-04-14T10:45:00.010Z,21,0.1026,21,5
2026-04-14T10:45:00.074Z,7,0.0342,7,5
2026-04-14T10:45:00.135Z,9,0.044,9,5
2026-04-14T10:45:00.197Z,5,0.0244,5,5
2026-04-14T10:45:00.258Z,2,0.0098,2,5
2026-04-14T10:45:00.321Z,17,0.0831,17,5
2026-04-14T10:45:00.382Z,2,0.0098,2,5
2026-04-14T10:45:00.443Z,22,0.1075,22,5
2026-04-14T10:45:00.505Z,1,0.0049,1,5
2026-04-14T10:45:00.566Z,19,0.0929,19,5
2026-04-14T10:45:00.628Z,13,0.0635,13,5
2026-04-14T10:45:00.690Z,17,0.0831,17,5
2026-04-14T10:45:00.753Z,5,0.0244,5,5
2026-04-14T10:45:00.815Z,17,0.0831,17,5
2026-04-14T10:45:00.877Z,14,0.0684,14,5
2026-04-14T10:45:00.938Z,338,1.652,338,6
2026-04-14T10:45:01.002Z,148,0.7234,148,6
2026-04-14T10:45:01.064Z,17,0.0831,17,6
2026-04-14T10:45:01.127Z,2,0.0098,2,6
2026-04-14T10:45:01.188Z,476,2.3265,476,7
2026-04-14T10:45:01.250Z,10,0.0489,10,7
2026-04-14T10:45:01.311Z,16,0.0782,16,7
2026-04-14T10:45:01.373Z,5,0.0244,5,7
2026-04-14T10:45:01.434Z,6,0.0293,6,7
2026-04-14T10:45:01.496Z,21,0.1026,21,7
2026-04-14T10:45:01.559Z,3,0.0147,3,7
2026-04-14T10:45:01.622Z,0,0,0,7
2026-04-14T10:45:01.684Z,8,0.0391,8,7
2026-04-14T10:45:01.747Z,6,0.0293,6,7
2026-04-14T10:45:01.807Z,383,1.8719,383,8
2026-04-14T10:45:01.870Z,22,0.1075,22,8
2026-04-14T10:45:01.931Z,12,0.0587,12,8
2026-04-14T10:45:01.994Z,5,0.0244,5,8
2026-04-14T10:45:02.056Z,22,0.1075,22,8
2026-04-14T10:45:02.118Z,4,0.0196,4,8
2026-04-14T10:45:02.180Z,13,0.0635,13,8
2026-04-14T10:45:02.242Z,11,0.0538,11,8
2026-04-14T10:45:02.303Z,13,0.0635,13,8
2026-04-14T10:45:02.366Z,19,0.0929,19,8
2026-04-14T10:45:02.430Z,4,0.0196,4,8
2026-04-14T10:45:02.493Z,11,0.0538,11,8
2026-04-14T10:45:02.555Z,11,0.0538,11,8
2026-04-14T10:45:02.615Z,24,0.1173,24,8
2026-04-14T10:45:02.679Z,12,0.0587,12,8
2026-04-14T10:45:02.740Z,19,0.0929,19,8
2026-04-14T10:45:02.803Z,4,0.0196,4,8
2026-04-14T10:45:02.866Z,6,0.0293,6,8
2026-04-14T10:45:02.927Z,11,0.0538,11,8
2026-04-14T10:45:02.989Z,24,0.1173,24,8
2026-04-14T10:45:03.052Z,14,0.0684,14,8
2026-04-14T10:45:03.113Z,3,0.0147,3,8
2026-04-14T10:45:03.176Z,14,0.0684,14,8
2026-04-14T10:45:03.238Z,10,0.0489,10,8
2026-04-14T10:45:03.299Z,9,0.044,9,8
2026-04-14T10:45:03.360Z,18,0.088,18,8
2026-04-14T10:45:03.424Z,14,0.0684,14,8
2026-04-14T10:45:03.486Z,20,0.0978,20,8
2026-04-14T10:45:03.549Z,6,0.0293,6,8
2026-04-14T10:45:03.611Z,18,0.088,18,8
2026-04-14T10:45:03.673Z,5,0.0244,5,8
2026-04-14T10:45:03.736Z,20,0.0978,20,8
2026-04-14T10:45:03.799Z,20,0.0978,20,8
2026-04-14T10:45:03.863Z,22,0.1075,22,8
2026-04-14T10:45:03.926Z,1,0.0049,1,8
2026-04-14T10:45:03.988Z,17,0.0831,17,8
2026-04-14T10:45:04.049Z,9,0.044,9,8
2026-04-14T10:45:04.111Z,22,0.1075,22,8
2026-04-14T10:45:04.173Z,11,0.0538,11,8
2026-04-14T10:45:04.237Z,18,0.088,18,8
2026-04-14T10:45:04.299Z,24,0.1173,24,8
2026-04-14T10:45:04.362Z,21,0.1026,21,8
2026-04-14T10:45:04.426Z,9,0.044,9,8
2026-04-14T10:45:04.488Z,1,0.0049,1,8
2026-04-14T10:45:04.549Z,24,0.1173,24,8
2026-04-14T10:45:04.610Z,21,0.1026,21,8
2026-04-14T10:45:04.672Z,4,0.0196,4,8
2026-04-14T10:45:04.735Z,20,0.0978,20,8
2026-04-14T10:45:04.799Z,12,0.0587,12,8
2026-04-14T10:45:04.860Z,4,0.0196,4,8
2026-04-14T10:45:04.922Z,0,0,0,8
2026-04-14T10:45:04.984Z,18,0.088,18,8
2026-04-14T10:45:05.046Z,12,0.0587,12,8
2026-04-14T10:45:05.108Z,5,0.0244,5,8
2026-04-14T10:45:05.171Z,21,0.1026,21,8
2026-04-14T10:45:05.233Z,16,0.0782,16,8
2026-04-14T10:45:05.295Z,13,0.0635,13,8
2026-04-14T10:45:05.357Z,8,0.0391,8,8
2026-04-14T10:45:05.421Z,7,0.0342,7,8
2026-04-14T10:45:05.482Z,4,0.0196,4,8
2026-04-14T10:45:05.544Z,19,0.0929,19,8
2026-04-14T10:45:05.606Z,11,0.0538,11,8
2026-04-14T10:45:05.668Z,14,0.0684,14,8
2026-04-14T10:45:05.730Z,784,3.8319,784,9
2026-04-14T10:45:05.792Z,5,0.0244,5,9
2026-04-14T10:45:05.855Z,22,0.1075,22,9
2026-04-14T10:45:05.918Z,13,0.0635,13,9
2026-04-14T10:45:05.981Z,22,0.1075,22,9
2026-04-14T10:45:06.044Z,6,0.0293,6,9
2026-04-14T10:45:06.106Z,17,0.0831,17,9
2026-04-14T10:45:06.170Z,11,0.0538,11,9
2026-04-14T10:45:06.230Z,17,0.0831,17,9
2026-04-14T10:45:06.293Z,4,0.0196,4,9
2026-04-14T10:45:06.354Z,9,0.044,9,9
2026-04-14T10:45:06.416Z,4,0.0196,4,9
2026-04-14T10:45:06.478Z,309,1.5103,309,10
2026-04-14T10:45:06.540Z,2,0.0098,2,10
2026-04-14T10:45:06.601Z,2,0.0098,2,10
2026-04-14T10:45:06.664Z,14,0.0684,14,10
2026-04-14T10:45:06.726Z,22,0.1075,22,10
2026-04-14T10:45:06.787Z,18,0.088,18,10
2026-04-14T10:45:06.850Z,5,0.0244,5,10
2026-04-14T10:45:06.912Z,18,0.088,18,10
2026-04-14T10:45:06.974Z,22,0.1075,22,10
2026-04-14T10:45:07.037Z,20,0.0978,20,10
2026-04-14T10:45:07.099Z,14,0.0684,14,10
2026-04-14T10:45:07.163Z,5,0.0244,5,10
2026-04-14T10:45:07.222Z,0,0,0,10
2026-04-14T10:45:07.285Z,18,0.088,18,10
2026-04-14T10:45:07.348Z,6,0.0293,6,10
2026-04-14T10:45:07.410Z,9,0.044,9,10
2026-04-14T10:45:07.474Z,22,0.1075,22,10
2026-04-14T10:45:07.537Z,14,0.0684,14,10
2026-04-14T10:45:07.597Z,7,0.0342,7,10
2026-04-14T10:45:07.659Z,8,0.0391,8,10
2026-04-14T10:45:07.723Z,6,0.0293,6,10
2026-04-14T10:45:07.784Z,2,0.0098,2,10
2026-04-14T10:45:07.847Z,4,0.0196,4,10
2026-04-14T10:45:07.911Z,16,0.0782,16,10
2026-04-14T10:45:07.974Z,9,0.044,9,10
2026-04-14T10:45:08.037Z,21,0.1026,21,10
2026-04-14T10:45:08.099Z,7,0.0342,7,10
2026-04-14T10:45:08.161Z,13,0.0635,13,10
2026-04-14T10:45:08.224Z,11,0.0538,11,10
2026-04-14T10:45:08.287Z,7,0.0342,7,10
2026-04-14T10:45:08.350Z,18,0.088,18,10
2026-04-14T10:45:08.412Z,5,0.0244,5,10
2026-04-14T10:45:08.474Z,13,0.0635,13,10
2026-04-14T10:45:08.536Z,17,0.0831,17,10
2026-04-14T10:45:08.600Z,18,0.088,18,10
2026-04-14T10:45:08.660Z,14,0.0684,14,10
2026-04-14T10:45:08.722Z,23,0.1124,23,10
2026-04-14T10:45:08.782Z,18,0.088,18,10
2026-04-14T10:45:08.845Z,20,0.0978,20,10
2026-04-14T10:45:08.907Z,9,0.044,9,10
2026-04-14T10:45:08.971Z,21,0.1026,21,10
2026-04-14T10:45:09.034Z,3,0.0147,3,10
2026-04-14T10:45:09.097Z,20,0.0978,20,10
2026-04-14T10:45:09.160Z,0,0,0,10
2026-04-14T10:45:09.221Z,16,0.0782,16,10
2026-04-14T10:45:09.282Z,5,0.0244,5,10
2026-04-14T10:45:09.344Z,7,0.0342,7,10
2026-04-14T10:45:09.407Z,14,0.0684,14,10
2026-04-14T10:45:09.468Z,6,0.0293,6,10
2026-04-14T10:45:09.531Z,7,0.0342,7,10
2026-04-14T10:45:09.592Z,4,0.0196,4,10
2026-04-14T10:45:09.656Z,5,0.0244,5,10
2026-04-14T10:45:09.718Z,8,0.0391,8,10
2026-04-14T10:45:09.781Z,14,0.0684,14,10
2026-04-14T10:45:09.844Z,22,0.1075,22,10
2026-04-14T10:45:09.906Z,23,0.1124,23,10
2026-04-14T10:45:09.968Z,13,0.0635,13,10
2026-04-14T10:45:10.032Z,7,0.0342,7,10
2026-04-14T10:45:10.094Z,24,0.1173,24,10
2026-04-14T10:45:10.155Z,14,0.0684,14,10
2026-04-14T10:45:10.217Z,225,1.0997,225,11
2026-04-14T10:45:10.280Z,4,0.0196,4,11
2026-04-14T10:45:10.342Z,14,0.0684,14,11
2026-04-14T10:45:10.404Z,23,0.1124,23,11
2026-04-14T10:45:10.468Z,6,0.0293,6,11
2026-04-14T10:45:10.530Z,6,0.0293,6,11
2026-04-14T10:45:10.591Z,18,0.088,18,11
2026-04-14T10:45:10.653Z,9,0.044,9,11
2026-04-14T10:45:10.714Z,846,4.1349,846,12
2026-04-14T10:45:10.775Z,648,3.1672,648,12
2026-04-14T10:45:10.837Z,21,0.1026,21,12
2026-04-14T10:45:10.898Z,14,0.0684,14,12
2026-04-14T10:45:10.960Z,8,0.0391,8,12
2026-04-14T10:45:11.023Z,10,0.0489,10,12
2026-04-14T10:45:11.085Z,177,0.8651,177,13
2026-04-14T10:45:11.151Z,20,0.0978,20,13
2026-04-14T10:45:11.210Z,22,0.1075,22,13
2026-04-14T10:45:11.273Z,14,0.0684,14,13
2026-04-14T10:45:11.336Z,14,0.0684,14,13
2026-04-14T10:45:11.398Z,24,0.1173,24,13
2026-04-14T10:45:11.463Z,21,0.1026,21,13
2026-04-14T10:45:11.525Z,8,0.0391,8,13
2026-04-14T10:45:11.589Z,13,0.0635,13,13
2026-04-14T10:45:11.650Z,8,0.0391,8,13
2026-04-14T10:45:11.713Z,0,0,0,13
2026-04-14T10:45:11.776Z,4,0.0196,4,13
2026-04-14T10:45:11.838Z,23,0.1124,23,13
2026-04-14T10:45:11.900Z,12,0.0587,12,13
2026-04-14T10:45:11.964Z,3,0.0147,3,13
2026-04-14T10:45:12.026Z,13,0.0635,13,13
2026-04-14T10:45:12.087Z,10,0.0489,10,13
2026-04-14T10:45:12.149Z,19,0.0929,19,13
2026-04-14T10:45:12.211Z,23,0.1124,23,13
2026-04-14T10:45:12.273Z,20,0.0978,20,13
2026-04-14T10:45:12.336Z,11,0.0538,11,13
2026-04-14T10:45:12.399Z,9,0.044,9,13
2026-04-14T10:45:12.462Z,4,0.0196,4,13
2026-04-14T10:45:12.524Z,20,0.0978,20,13
2026-04-14T10:45:12.588Z,20,0.0978,20,13
2026-04-14T10:45:12.650Z,12,0.0587,12,13
2026-04-14T10:45:12.711Z,8,0.0391,8,13
2026-04-14T10:45:12.773Z,11,0.0538,11,13
2026-04-14T10:45:12.837Z,2,0.0098,2,13
2026-04-14T10:45:12.898Z,6,0.0293,6,13
2026-04-14T10:45:12.959Z,15,0.0733,15,13
2026-04-14T10:45:13.023Z,11,0.0538,11,13
2026-04-14T10:45:13.084Z,184,0.8993,184,14
2026-04-14T10:45:13.146Z,6,0.0293,6,14
2026-04-14T10:45:13.207Z,11,0.0538,11,14
2026-04-14T10:45:13.270Z,250,1.2219,250,15
2026-04-14T10:45:13.331Z,18,0.088,18,15
2026-04-14T10:45:13.393Z,21,0.1026,21,15
2026-04-14T10:45:13.457Z,10,0.0489,10,15
2026-04-14T10:45:13.518Z,11,0.0538,11,15
2026-04-14T10:45:13.581Z,24,0.1173,24,15
2026-04-14T10:45:13.642Z,496,2.4242,496,16
2026-04-14T10:45:13.705Z,5,0.0244,5,16
2026-04-14T10:45:13.766Z,12,0.0587,12,16
2026-04-14T10:45:13.826Z,0,0,0,16
2026-04-14T10:45:13.889Z,17,0.0831,17,16
2026-04-14T10:45:13.951Z,13,0.0635,13,16
2026-04-14T10:45:14.013Z,9,0.044,9,16
2026-04-14T10:45:14.075Z,13,0.0635,13,16
2026-04-14T10:45:14.137Z,7,0.0342,7,16
2026-04-14T10:45:14.201Z,9,0.044,9,16
2026-04-14T10:45:14.263Z,12,0.0587,12,16
2026-04-14T10:45:14.326Z,21,0.1026,21,16
2026-04-14T10:45:14.387Z,3,0.0147,3,16
2026-04-14T10:45:14.449Z,2,0.0098,2,16
2026-04-14T10:45:14.512Z,551,2.6931,551,17
2026-04-14T10:45:14.573Z,2,0.0098,2,17
2026-04-14T10:45:14.635Z,0,0,0,17
2026-04-14T10:45:14.697Z,9,0.044,9,17
2026-04-14T10:45:14.759Z,11,0.0538,11,17
2026-04-14T10:45:14.821Z,5,0.0244,5,17
2026-04-14T10:45:14.885Z,13,0.0635,13,17
2026-04-14T10:45:14.947Z,12,0.0587,12,17
2026-04-14T10:45:15.010Z,20,0.0978,20,17
2026-04-14T10:45:15.074Z,8,0.0391,8,17
2026-04-14T10:45:15.136Z,15,0.0733,15,17
2026-04-14T10:45:15.199Z,1,0.0049,1,17
2026-04-14T10:45:15.262Z,660,3.2258,660,18
2026-04-14T10:45:15.325Z,12,0.0587,12,18
2026-04-14T10:45:15.388Z,19,0.0929,19,18
2026-04-14T10:45:15.450Z,13,0.0635,13,18
2026-04-14T10:45:15.512Z,3,0.0147,3,18
2026-04-14T10:45:15.575Z,8,0.0391,8,18
2026-04-14T10:45:15.637Z,24,0.1173,24,18
2026-04-14T10:45:15.699Z,3,0.0147,3,18
2026-04-14T10:45:15.761Z,18,0.088,18,18
2026-04-14T10:45:15.823Z,7,0.0342,7,18
2026-04-14T10:45:15.885Z,4,0.0196,4,18
2026-04-14T10:45:15.947Z,22,0.1075,22,18
2026-04-14T10:45:16.010Z,7,0.0342,7,18
2026-04-14T10:45:16.072Z,12,0.0587,12,18
2026-04-14T10:45:16.134Z,13,0.0635,13,18
2026-04-14T10:45:16.195Z,24,0.1173,24,18
2026-04-14T10:45:16.257Z,15,0.0733,15,18
2026-04-14T10:45:16.320Z,16,0.0782,16,18
2026-04-14T10:45:16.384Z,11,0.0538,11,18
2026-04-14T10:45:16.447Z,11,0.0538,11,18
2026-04-14T10:45:16.509Z,22,0.1075,22,18
2026-04-14T10:45:16.571Z,2,0.0098,2,18
2026-04-14T10:45:16.634Z,11,0.0538,11,18
2026-04-14T10:45:16.696Z,9,0.044,9,18
2026-04-14T10:45:16.758Z,11,0.0538,11,18
2026-04-14T10:45:16.822Z,16,0.0782,16,18
2026-04-14T10:45:16.884Z,14,0.0684,14,18
2026-04-14T10:45:16.946Z,22,0.1075,22,18
2026-04-14T10:45:17.009Z,9,0.044,9,18
2026-04-14T10:45:17.071Z,9,0.044,9,18
2026-04-14T10:45:17.134Z,13,0.0635,13,18
2026-04-14T10:45:17.199Z,23,0.1124,23,18
2026-04-14T10:45:17.259Z,14,0.0684,14,18
2026-04-14T10:45:17.321Z,2,0.0098,2,18
2026-04-14T10:45:17.383Z,15,0.0733,15,18
2026-04-14T10:45:17.445Z,13,0.0635,13,18
2026-04-14T10:45:17.508Z,18,0.088,18,18
2026-04-14T10:45:17.570Z,21,0.1026,21,18
2026-04-14T10:45:17.632Z,7,0.0342,7,18
2026-04-14T10:45:17.695Z,23,0.1124,23,18
2026-04-14T10:45:17.756Z,1,0.0049,1,18
2026-04-14T10:45:17.819Z,24,0.1173,24,18
2026-04-14T10:45:17.882Z,18,0.088,18,18
2026-04-14T10:45:17.946Z,4,0.0196,4,18
2026-04-14T10:45:18.007Z,17,0.0831,17,18
2026-04-14T10:45:18.069Z,4,0.0196,4,18
2026-04-14T10:45:18.130Z,0,0,0,18
2026-04-14T10:45:18.191Z,3,0.0147,3,18
2026-04-14T10:45:18.254Z,0,0,0,18
2026-04-14T10:45:18.315Z,7,0.0342,7,18
2026-04-14T10:45:18.379Z,7,0.0342,7,18
2026-04-14T10:45:18.442Z,14,0.0684,14,18
2026-04-14T10:45:18.505Z,21,0.1026,21,18
2026-04-14T10:45:18.568Z,15,0.0733,15,18
2026-04-14T10:45:18.631Z,665,3.2502,665,19
2026-04-14T10:45:18.693Z,9,0.044,9,19
2026-04-14T10:45:18.755Z,2,0.0098,2,19
2026-04-14T10:45:18.817Z,16,0.0782,16,19
2026-04-14T10:45:18.879Z,1,0.0049,1,19
2026-04-14T10:45:18.941Z,8,0.0391,8,19
2026-04-14T10:45:19.004Z,19,0.0929,19,19
2026-04-14T10:45:19.066Z,11,0.0538,11,19
2026-04-14T10:45:19.128Z,20,0.0978,20,19
2026-04-14T10:45:19.190Z,6,0.0293,6,19
2026-04-14T10:45:19.252Z,16,0.0782,16,19
2026-04-14T10:45:19.314Z,4,0.0196,4,19
2026-04-14T10:45:19.377Z,2,0.0098,2,19
2026-04-14T10:45:19.440Z,14,0.0684,14,19
2026-04-14T10:45:19.502Z,1,0.0049,1,19
2026-04-14T10:45:19.564Z,3,0.0147,3,19
2026-04-14T10:45:19.626Z,24,0.1173,24,19
2026-04-14T10:45:19.689Z,13,0.0635,13,19
2026-04-14T10:45:19.751Z,19,0.0929,19,19
2026-04-14T10:45:19.815Z,917,4.4819,917,20
2026-04-14T10:45:19.878Z,5,0.0244,5,20
2026-04-14T10:45:19.940Z,21,0.1026,21,20
2026-04-14T10:45:20.003Z,10,0.0489,10,20
2026-04-14T10:45:20.066Z,5,0.0244,5,20
2026-04-14T10:45:20.129Z,23,0.1124,23,20
2026-04-14T10:45:20.190Z,18,0.088,18,20
2026-04-14T10:45:20.253Z,11,0.0538,11,20
2026-04-14T10:45:20.315Z,2,0.0098,2,20
